id	Titel	Content	Samenvatting	Latitude	Longitude	Straat	Huisnummer	Huisnummertoevoeging	Postcode 4 cijfers	Plaats	Regio	Land	Website	E-mail	Telefoon	Image URL	Image Caption	Image Id	Categorie	Leeftijdscategorie	Toegankelijkheid	Faciliteiten	Parkeren
46727	Javalaan 41			53.23137	6.566274					Groningen		Nederland				http://www.playmapping.com/GetImage.ashx?g=135dbdbe-4ea9-45f5-ab2b-02a203d9ca23&w=350&h=350,http://www.playmapping.com/GetImage.ashx?g=152ad2d6-471c-43ee-8937-03e7266f9b90&w=350&h=350,http://www.playmapping.com/GetImage.ashx?g=f3638fda-b9b8-4c32-a1b9-ce090e83be7c&w=350&h=350,,,,,,,,,,,,,,	,,,,,,,,,,,,,,,,	135dbdbe-4ea9-45f5-ab2b-02a203d9ca23,152ad2d6-471c-43ee-8937-03e7266f9b90,f3638fda-b9b8-4c32-a1b9-ce090e83be7c,75292,75293,75294,75295,75296,75297,75298,75299,75300,75301,75302,75303,75304,75305	Speeltuinen>Openbare speeltuin				
