
id,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",URL,Speelplektype,Landen,Plaatsen,Speeltoestellen,Faciliteiten,Leeftijden,Parkeren,Toegankelijkheid,Ambassadeurs,average_rating,x_coordinaat,y_coordinaat,galerij,_wp_attached_file,_wp_attachment_metadata,_wpml_media_duplicate,_wpml_media_featured,favoriet,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Samenspeelplek Enquete","Test enquete monique"
31846,"Binnenspeeltuin Monkey Town Groningen","<h2>Veilig binnen spelen in Groningen kan bij binnenspeeltuin Monkey Town Groningen!</h2>
<h4>Binnenspeeluin</h4>
Binnenspeeltuin <b>Monkey Town Groningen</b> is een heerlijke plek om te spelen voor kinderen van 0 tot 12 jaar. Het is een grote <b>indoor speeltuin </b>welke kinderen de gelegenheid biedt lekker te klimmen, klauteren, door tunnels kruipen, van diverse glijbanen af te glijden, met super Lego blokken te spelen en om heerlijk te ravotten in de ballenbak. Verder is het een fijne plek om lekker te springen op trampolines.
<h4>Peutergedeelte</h4>
<div>Speciaal voor de allerkleinsten is er bij Monkey Town Groningen een grote peuterhoek aanwezig, speciaal voor de allerkleinsten. Zo hebben ouders extra overzichtelijk overzicht op kinderen tot 4 jaar.</div>
<h4>Entree prijzen, korting acties en openingstijden</h4>
46945,"Smaragdstraat 31",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/smaragdstraat-31/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-827.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-551.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-551.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-625.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-625.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-827.jpg,001.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||,|||||,|||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.52700090408,53.2304801941,"a:3:{i:0;a:2:{s:13:""attachment_id"";i:46443;s:3:""url"";s:71:""https://playadvisor.co/wp-content/uploads/2016/04/smaragdstraat31-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46445;s:3:""url"";s:71:""https://playadvisor.co/wp-content/uploads/2016/04/smaragdstraat31-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46447;s:3:""url"";s:71:""https://playadvisor.co/wp-content/uploads/2016/04/smaragdstraat31-2.jpg"";}}",,,,,,publish,1,smaragdstraat-31,,,0,0,0,open,open,,
46952,"Sloep 58",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sloep-58/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-828.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-552.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-552.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-626.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-626.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-828.jpg,001.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||,|||||,|||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.62993812561,53.2367897034,"a:3:{i:0;a:2:{s:13:""attachment_id"";i:46449;s:3:""url"";s:63:""https://playadvisor.co/wp-content/uploads/2016/04/sloep58-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46451;s:3:""url"";s:63:""https://playadvisor.co/wp-content/uploads/2016/04/sloep58-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46453;s:3:""url"";s:63:""https://playadvisor.co/wp-content/uploads/2016/04/sloep58-2.jpg"";}}",,,,,,publish,1,sloep-58,,,0,0,0,open,open,,
46959,"Sloep 20/25",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sloep-2025/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-829.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-627.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-627.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-829.jpg,001.jpg|002.jpg|002.jpg|001.jpg,|||,|||,|||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.62838220596,53.2364311218,"a:2:{i:0;a:2:{s:13:""attachment_id"";i:46455;s:3:""url"";s:65:""https://playadvisor.co/wp-content/uploads/2016/04/sloep2025-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46457;s:3:""url"";s:65:""https://playadvisor.co/wp-content/uploads/2016/04/sloep2025-1.jpg"";}}",,,,,,publish,1,sloep-2025,,,0,0,0,open,open,,
46964,"Sloep 123",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sloep-123/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-830.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-553.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-553.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-628.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-628.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-830.jpg,001.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||,|||||,|||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.62957715988,53.237537384,"a:3:{i:0;a:2:{s:13:""attachment_id"";i:46459;s:3:""url"";s:64:""https://playadvisor.co/wp-content/uploads/2016/04/sloep123-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46461;s:3:""url"";s:64:""https://playadvisor.co/wp-content/uploads/2016/04/sloep123-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46463;s:3:""url"";s:64:""https://playadvisor.co/wp-content/uploads/2016/04/sloep123-2.jpg"";}}",,,,,,publish,1,sloep-123,,,0,0,0,open,open,,
46971,"Sloep  35,42 tm 47",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sloep-3542-tm-47/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-831.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-450.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-450.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-554.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-554.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-629.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-629.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-831.jpg,001.jpg|004.jpg|004.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||||,|||||||,|||||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.62919521332,53.2366104126,"a:4:{i:0;a:2:{s:13:""attachment_id"";i:46465;s:3:""url"";s:69:""https://playadvisor.co/wp-content/uploads/2016/04/sloep3542tm47-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46467;s:3:""url"";s:69:""https://playadvisor.co/wp-content/uploads/2016/04/sloep3542tm47-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46469;s:3:""url"";s:69:""https://playadvisor.co/wp-content/uploads/2016/04/sloep3542tm47-2.jpg"";}i:3;a:2:{s:13:""attachment_id"";i:46471;s:3:""url"";s:69:""https://playadvisor.co/wp-content/uploads/2016/04/sloep3542tm47-3.jpg"";}}",,,,,,publish,1,sloep-3542-tm-47,,,0,0,0,open,open,,
46980,"Sledemennerstraat 26",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sledemennerstraat-26/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-832.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-273.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-273.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-370.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-370.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-451.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-451.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-555.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-555.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-630.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-630.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-832.jpg,001.jpg|006.jpg|006.jpg|005.jpg|005.jpg|004.jpg|004.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||||||||,|||||||||||,|||||||||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.55855417252,53.2174301147,"a:6:{i:0;a:2:{s:13:""attachment_id"";i:46473;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sledemennerstraat26-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46475;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sledemennerstraat26-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46477;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sledemennerstraat26-2.jpg"";}i:3;a:2:{s:13:""attachment_id"";i:46479;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sledemennerstraat26-3.jpg"";}i:4;a:2:{s:13:""attachment_id"";i:46481;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sledemennerstraat26-4.jpg"";}i:5;a:2:{s:13:""attachment_id"";i:46483;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sledemennerstraat26-5.jpg"";}}",,,,,,publish,1,sledemennerstraat-26,,,0,0,0,open,open,,
46993,"Sledemenennerstraat t.o. 43",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sledemenennerstraat-t-o-43/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-833.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-631.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-631.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-833.jpg,001.jpg|002.jpg|002.jpg|001.jpg,|||,|||,|||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.55766916275,53.2179985046,"a:2:{i:0;a:2:{s:13:""attachment_id"";i:46485;s:3:""url"";s:81:""https://playadvisor.co/wp-content/uploads/2016/04/sledemenennerstraatt.o.43-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46487;s:3:""url"";s:81:""https://playadvisor.co/wp-content/uploads/2016/04/sledemenennerstraatt.o.43-1.jpg"";}}",,,,,,publish,1,sledemenennerstraat-t-o-43,,,0,0,0,open,open,,
46998,"Slachthuisstraat 301",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/slachthuisstraat-301/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-834.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-371.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-371.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-274.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-274.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-452.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-452.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-556.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-556.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-632.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-632.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-834.jpg,001.jpg|005.jpg|005.jpg|006.jpg|006.jpg|004.jpg|004.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||||||||,|||||||||||,|||||||||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.58564710617,53.2217712402,"a:6:{i:0;a:2:{s:13:""attachment_id"";i:46489;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/slachthuisstraat301-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46491;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/slachthuisstraat301-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46493;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/slachthuisstraat301-2.jpg"";}i:3;a:2:{s:13:""attachment_id"";i:46495;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/slachthuisstraat301-3.jpg"";}i:4;a:2:{s:13:""attachment_id"";i:46497;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/slachthuisstraat301-4.jpg"";}i:5;a:2:{s:13:""attachment_id"";i:46499;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/slachthuisstraat301-5.jpg"";}}",,,,,,publish,1,slachthuisstraat-301,,,0,0,0,open,open,,
47011,"Siriusstraat 1 Bisschop Bekker School",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/siriusstraat-1-bisschop-bekker-school/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-835.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/015-26.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/015-26.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/012-45.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/012-45.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/013-34.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/013-34.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/014-29.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/014-29.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/009-105.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/009-105.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/010-80.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/010-80.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/011-58.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/011-58.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/007-178.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/007-178.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/008-136.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/008-136.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-275.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-275.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-453.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-453.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-372.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-372.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-557.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-557.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-633.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-633.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-835.jpg,001.jpg|015.jpg|015.jpg|012.jpg|012.jpg|013.jpg|013.jpg|014.jpg|014.jpg|009.jpg|009.jpg|010.jpg|010.jpg|011.jpg|011.jpg|007.jpg|007.jpg|008.jpg|008.jpg|006.jpg|006.jpg|004.jpg|004.jpg|005.jpg|005.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||||||||||||||||||||||||||,|||||||||||||||||||||||||||||,|||||||||||||||||||||||||||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.53916597366,53.2300605774,"a:15:{i:0;a:2:{s:13:""attachment_id"";i:46501;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46503;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46505;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-2.jpg"";}i:3;a:2:{s:13:""attachment_id"";i:46507;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-3.jpg"";}i:4;a:2:{s:13:""attachment_id"";i:46509;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-4.jpg"";}i:5;a:2:{s:13:""attachment_id"";i:46511;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-5.jpg"";}i:6;a:2:{s:13:""attachment_id"";i:46513;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-6.jpg"";}i:7;a:2:{s:13:""attachment_id"";i:46515;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-7.jpg"";}i:8;a:2:{s:13:""attachment_id"";i:46517;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-8.jpg"";}i:9;a:2:{s:13:""attachment_id"";i:46519;s:3:""url"";s:89:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-9.jpg"";}i:10;a:2:{s:13:""attachment_id"";i:46521;s:3:""url"";s:90:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-10.jpg"";}i:11;a:2:{s:13:""attachment_id"";i:46523;s:3:""url"";s:90:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-11.jpg"";}i:12;a:2:{s:13:""attachment_id"";i:46525;s:3:""url"";s:90:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-12.jpg"";}i:13;a:2:{s:13:""attachment_id"";i:46527;s:3:""url"";s:90:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-13.jpg"";}i:14;a:2:{s:13:""attachment_id"";i:46529;s:3:""url"";s:90:""https://playadvisor.co/wp-content/uploads/2016/04/siriusstraat1bisschopbekkerschool-14.jpg"";}}",,,,,,publish,1,siriusstraat-1-bisschop-bekker-school,,,0,0,0,open,open,,
47042,"Singelweg 55 ( Patrimonium)",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/singelweg-55-patrimonium/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-836.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-454.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-454.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-373.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-373.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-558.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-558.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-634.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-634.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-836.jpg,001.jpg|004.jpg|004.jpg|005.jpg|005.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||||||,|||||||||,|||||||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.56425523758,53.2270202637,"a:5:{i:0;a:2:{s:13:""attachment_id"";i:46531;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/singelweg55patrimonium-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46533;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/singelweg55patrimonium-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46535;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/singelweg55patrimonium-2.jpg"";}i:3;a:2:{s:13:""attachment_id"";i:46537;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/singelweg55patrimonium-3.jpg"";}i:4;a:2:{s:13:""attachment_id"";i:46539;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/singelweg55patrimonium-4.jpg"";}}",,,,,,publish,1,singelweg-55-patrimonium,,,0,0,0,open,open,,
47053,"Singelweg 55       ( Patrimonium)",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/singelweg-55-patrimonium-2/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-837.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-837.jpg,001.jpg|001.jpg,|,|,|,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.56417798996,53.227104187,"a:1:{i:0;a:2:{s:13:""attachment_id"";i:46541;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/singelweg55patrimonium-0.jpg"";}}",,,,,,publish,1,singelweg-55-patrimonium-2,,,0,0,0,open,open,,
47056,"Sijgersmaheerd 44",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sijgersmaheerd-44/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-838.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-276.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/006-276.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-374.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/005-374.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-455.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-455.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-559.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-559.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-635.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-635.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-838.jpg,001.jpg|006.jpg|006.jpg|005.jpg|005.jpg|004.jpg|004.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||||||||,|||||||||||,|||||||||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.58446979523,53.2460784912,"a:6:{i:0;a:2:{s:13:""attachment_id"";i:46543;s:3:""url"";s:72:""https://playadvisor.co/wp-content/uploads/2016/04/sijgersmaheerd44-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46545;s:3:""url"";s:72:""https://playadvisor.co/wp-content/uploads/2016/04/sijgersmaheerd44-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46547;s:3:""url"";s:72:""https://playadvisor.co/wp-content/uploads/2016/04/sijgersmaheerd44-2.jpg"";}i:3;a:2:{s:13:""attachment_id"";i:46549;s:3:""url"";s:72:""https://playadvisor.co/wp-content/uploads/2016/04/sijgersmaheerd44-3.jpg"";}i:4;a:2:{s:13:""attachment_id"";i:46551;s:3:""url"";s:72:""https://playadvisor.co/wp-content/uploads/2016/04/sijgersmaheerd44-4.jpg"";}i:5;a:2:{s:13:""attachment_id"";i:46553;s:3:""url"";s:72:""https://playadvisor.co/wp-content/uploads/2016/04/sijgersmaheerd44-5.jpg"";}}",,,,,,publish,1,sijgersmaheerd-44,,,0,0,0,open,open,,
47069,"Siersteenlaan (Skatebaan)",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/siersteenlaan-skatebaan/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-839.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-456.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/004-456.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-560.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-560.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-636.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-636.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-839.jpg,001.jpg|004.jpg|004.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||||,|||||||,|||||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.51386499405,53.2221488953,"a:4:{i:0;a:2:{s:13:""attachment_id"";i:46555;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/siersteenlaanskatebaan-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46557;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/siersteenlaanskatebaan-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46559;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/siersteenlaanskatebaan-2.jpg"";}i:3;a:2:{s:13:""attachment_id"";i:46561;s:3:""url"";s:78:""https://playadvisor.co/wp-content/uploads/2016/04/siersteenlaanskatebaan-3.jpg"";}}",,,,,,publish,1,siersteenlaan-skatebaan,,,0,0,0,open,open,,
47078,"Sibrandaheerd t.o.37",,,2016-04-20,speelplek,http://playadvisor.b3p.nl/speelplek/openbare-speeltuin/sibrandaheerd-t-o-37/,http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-840.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-561.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/003-561.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-637.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/002-637.jpg|http://playadvisor.b3p.nl/wp-content/uploads/2016/04/001-840.jpg,001.jpg|003.jpg|003.jpg|002.jpg|002.jpg|001.jpg,|||||,|||||,|||||,,"Speeltuinen>Openbare speeltuin",Nederland,Groningen,,,,,,,0,6.58841991425,53.2450561523,"a:3:{i:0;a:2:{s:13:""attachment_id"";i:46563;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sibrandaheerdt.o.37-0.jpg"";}i:1;a:2:{s:13:""attachment_id"";i:46565;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sibrandaheerdt.o.37-1.jpg"";}i:2;a:2:{s:13:""attachment_id"";i:46567;s:3:""url"";s:75:""https://playadvisor.co/wp-content/uploads/2016/04/sibrandaheerdt.o.37-2.jpg"";}}",,,,,,publish,1,sibrandaheerd-t-o-37,,,0,0,0,open,open,,
